#Record,Start hour, Dem,Win,Sol,AirTemp,W6,,,
4842,2420.5,30898.25,5087.81,0,5.8,0.367350903,,,
4843,2421,29533.3,5221.86,0,5.3,0.377029603,,,
4844,2421.5,28136.55,5355.91,0,5,0.386708303,,,
4845,2422,26437.79,5464.8,0,4.7,0.394570397,,,
4846,2422.5,25073.82,5569.5,0,4.3,0.402129964,,,
4847,2423,23663.16,5586.2,0,3.9,0.40333574,,,
4848,2423.5,22845.58,5602.89,0,3.4,0.404540794,,,
4849,2424,22777.07,5586.06,0,7.8,0.403325632,,,
4850,2424.5,23047.33,5569.23,0,7.9,0.402110469,,,
4851,2425,22788.07,5573.35,0,7.9,0.402407942,,,
4852,2425.5,22378.8,5577.48,0,7.5,0.402706137,,,
4853,2426,22009.27,5573.22,0,7.6,0.402398556,,,
4854,2426.5,21705.31,5564.77,0,7.3,0.401788448,,,
4855,2427,21357.63,5526.99,0,7.4,0.39906065,,,
4856,2427.5,21159.96,5485.02,0,7.3,0.396030325,,,
4857,2428,21215.63,5459.81,0,7.7,0.394210108,,,
4858,2428.5,21423.31,5430.41,0,8.1,0.392087365,,,
4859,2429,21657.8,5380.07,27.6,8.3,0.388452708,,,
4860,2429.5,22115.83,5325.53,54.1,8.1,0.384514801,,,
4861,2430,23056.69,5430.22,275.99,8.4,0.392073646,,,
4862,2430.5,23744.22,5530.71,496.76,9.2,0.399329242,,,
4863,2431,24922.53,5652.15,822.39,10,0.408097473,,,
4864,2431.5,25697.49,5769.39,1146.88,11.2,0.416562455,,,
4865,2432,26713.87,6091.94,1555.24,12.2,0.439851264,,,
4866,2432.5,27287.16,6414.47,1963.58,13.7,0.463138628,,,
4867,2433,27773.02,6699.29,2371.88,13.8,0.483703249,,,
4868,2433.5,27936,6979.91,2780.15,15,0.503964621,,,
4869,2434,28132.76,7356.89,3134.32,16,0.531183394,,,
4870,2434.5,28204.34,7729.67,3488.45,16.9,0.558098917,,,
4871,2435,28615.7,8165.28,3417.7,16.3,0.589550903,,,
4872,2435.5,28626.67,8600.88,3345.85,17.4,0.621002166,,,
4873,2436,28477.7,8969.44,3055.51,16.1,0.647612996,,,
4874,2436.5,28220.43,9333.8,2765.2,17,0.673920578,,,
4875,2437,28254.25,9400.72,2544.42,17.4,0.678752347,,,
4876,2437.5,28252.31,9467.63,2323.66,17.1,0.683583394,,,
4877,2438,28632.87,9354.41,2148.15,17.1,0.675408664,,,
4878,2438.5,29127.69,9237,1971.55,17.1,0.666931408,,,
4879,2439,29704.97,8797.03,1753.03,17,0.635164621,,,
4880,2439.5,30651.83,8357.08,1534.54,16.5,0.603399278,,,
4881,2440,31550.02,7690.93,1297.31,16,0.555301805,,,
4882,2440.5,31977.28,7020.61,1060.09,14.7,0.506903249,,,
4883,2441,32449.26,6140.87,811.86,11.3,0.443384116,,,
4884,2441.5,32712.6,5256.95,563.65,10,0.379563177,,,
4885,2442,32749.41,4657.9,365.09,9.2,0.336310469,,,
4886,2442.5,33333.66,4058.86,165.44,8.9,0.293058484,,,
4887,2443,34511.04,3702.77,83.82,8.6,0.267348014,,,
4888,2443.5,34693.9,3342.51,2.21,8.5,0.241336462,,,
4889,2444,33750.11,3116.28,1.1,8.5,0.225002166,,,
4890,2444.5,32389.03,2885.88,0,8.3,0.208366787,,,
4891,2445,30919.66,2634.54,0,7.6,0.190219495,,,
4892,2445.5,29030.01,2383.2,0,7,0.172072202,,,
4893,2446,27042,2148.62,0,7,0.155135018,,,
4894,2446.5,25525.91,1909.86,0,6.7,0.137896029,,,
4895,2447,24236.34,1788.38,0,6.2,0.12912491,,,
4896,2447.5,23628.33,1666.9,0,6.4,0.120353791,,,
4897,2448,23988.04,1566.37,0,0.7,0.113095307,,,
4898,2448.5,24649.77,1465.83,0,0.8,0.105836101,,,
4899,2449,24604.11,1382.05,0,1.1,0.099787004,,,
4900,2449.5,24424.32,1294.09,0,1.2,0.093436101,,,
4901,2450,24146.17,1201.94,0,0.5,0.086782671,,,
4902,2450.5,24024,1109.79,0,0.1,0.080129242,,,
4903,2451,24032.99,1093.03,0,0,0.078919134,,,
4904,2451.5,24087.67,1076.26,0,0,0.077708303,,,
4905,2452,24908.39,1080.44,0,-0.2,0.078010108,,,
4906,2452.5,26107.65,1080.42,0,0.3,0.078008664,,,
4907,2453,28635.3,1118.1,33.06,0.4,0.080729242,,,
4908,2453.5,31261.33,1151.59,66.12,0.4,0.083147292,,,
4909,2454,34663.33,1164.13,284.32,1.1,0.084052708,,,
4910,2454.5,36358.4,1176.68,502.51,2.2,0.084958845,,,
4911,2455,37368.92,1319.04,860.62,2.7,0.095237545,,,
4912,2455.5,37510.07,1457.21,1217.61,3.5,0.105213718,,,
4913,2456,37817.14,1720.99,1612.04,4.3,0.124259206,,,
4914,2456.5,37475.42,1980.58,2006.43,6.8,0.143002166,,,
4915,2457,37189.33,2432.78,2304.95,6.3,0.175651986,,,
4916,2457.5,37007.57,2884.96,2602.34,7.9,0.208300361,,,
4917,2458,36723.47,3345.51,2764.19,8.4,0.241553069,,,
4918,2458.5,36536.74,3806.05,2924.94,7.9,0.274805054,,,
4919,2459,36406.64,4199.58,3096.68,8.3,0.303218773,,,
4920,2459.5,35975.49,4593.11,3268.42,8.2,0.331632491,,,
4921,2460,35682.44,4835.89,3400.49,9.1,0.349161733,,,
4922,2460.5,35327.79,5078.67,3531.44,10.1,0.366690975,,,
4923,2461,35132.12,5179.1,3410.15,12,0.373942238,,,
4924,2461.5,34827.14,5275.33,3288.87,13.7,0.380890253,,,
4925,2462,34620.54,5400.87,3046.45,13.6,0.389954513,,,
4926,2462.5,34939.54,5526.4,2804.04,13.9,0.399018051,,,
4927,2463,35761.29,5584.95,2583.68,14,0.403245487,,,
4928,2463.5,36695.33,5643.49,2363.33,14.3,0.407472202,,,
4929,2464,37264.72,5609.93,2056,14.3,0.405049097,,,
4930,2464.5,37339.3,5572.18,1747.59,14.3,0.402323466,,,
4931,2465,37368.18,5588.86,1374.24,14.3,0.403527798,,,
4932,2465.5,37297.7,5605.54,1000.91,14.2,0.40473213,,,
4933,2466,37265.96,5651.52,647.43,13.7,0.408051986,,,
4934,2466.5,37342.53,5693.31,293.98,13.3,0.411069314,,,
4935,2467,38485.24,5726.73,148.63,12.1,0.41348231,,,
4936,2467.5,38250.81,5755.97,3.3,11.4,0.415593502,,,
4937,2468,36841.94,5814.5,2.2,10.8,0.419819495,,,
4938,2468.5,34632.22,5868.85,0,9.9,0.423743682,,,
4939,2469,32539.73,5906.45,0,9.4,0.426458484,,,
4940,2469.5,30337.95,5944.05,0,9.2,0.429173285,,,
4941,2470,27948.36,5998.4,0,9.6,0.433097473,,,
4942,2470.5,25995.95,6048.56,0,9.1,0.436719134,,,
4943,2471,24607.91,5901.98,0,8.4,0.42613574,,,
4944,2471.5,24166.78,5755.41,0,7.6,0.415553069,,,
4945,2472,24336.73,5822.31,0,8.7,0.420383394,,,
4946,2472.5,24655.73,5885.02,0,8.5,0.424911191,,,
4947,2473,24340.79,5880.76,0,8.4,0.42460361,,,
4948,2473.5,24005.98,5872.32,0,7.8,0.423994224,,,
4949,2474,23799.35,5863.88,0,7.2,0.423384838,,,
4950,2474.5,23685.12,5855.44,0,7.5,0.422775451,,,
4951,2475,23474.51,5742.36,0,7.3,0.41461083,,,
4952,2475.5,23638.5,5625.1,0,7.2,0.406144404,,,
4953,2476,24338.05,5637.59,0,6.6,0.407046209,,,
4954,2476.5,25527.48,5645.89,0,6.8,0.407645487,,,
4955,2477,28014.59,5654.19,39.61,7.3,0.408244765,,,
4956,2477.5,30484.82,5658.31,79.21,7.5,0.408542238,,,
4957,2478,33637.69,5771.24,326.73,7.7,0.416696029,,,
4958,2478.5,35296.14,5879.98,574.24,7.9,0.424547292,,,
4959,2479,36175.57,5951.05,1006.53,9.1,0.4296787,,,
4960,2479.5,35822.89,6017.94,1438.79,10.4,0.434508303,,,
4961,2480,35904.43,6047.16,1890.82,12.5,0.436618051,,,
4962,2480.5,35408.65,6076.38,2342.82,13.1,0.438727798,,,
4963,2481,34769.8,6017.72,2811.28,13.6,0.434492419,,,
4964,2481.5,34096.16,5959.06,3278.61,13.8,0.43025704,,,
4965,2482,33692.79,5912.95,3773.4,14.5,0.426927798,,,
4966,2482.5,33287.44,5866.85,4267.05,14.8,0.423599278,,,
4967,2483,33060.94,5804.01,4536.33,15.6,0.419062094,,,
4968,2483.5,32602.92,5736.99,4805.59,15.7,0.414223105,,,
4969,2484,32213.46,5665.78,4840.6,16.5,0.409081588,,,
4970,2484.5,31960.13,5594.58,4875.61,17.3,0.403940794,,,
4971,2485,31908.51,5527.56,4735.79,18,0.399101805,,,
4972,2485.5,31875.77,5460.54,4594.88,18.1,0.394262816,,,
4973,2486,31933.46,5393.53,4326.44,19.2,0.389424549,,,
4974,2486.5,32590.33,5326.52,4058.02,19.6,0.384586282,,,
4975,2487,33459.84,5209.29,3678.59,20.3,0.376122022,,,
4976,2487.5,34569.83,5092.08,3299.17,20.7,0.367659206,,,
4977,2488,35290.3,4878.63,2806.56,20.5,0.352247653,,,
4978,2488.5,35636.16,4661,2313.98,20.6,0.336534296,,,
4979,2489,35957.18,4455.93,1791.76,20.5,0.321727798,,,
4980,2489.5,36273.23,4246.68,1269.57,20.3,0.306619495,,,
4981,2490,36070.58,4192.23,805.68,19,0.302688087,,,
4982,2490.5,36187.89,4137.79,340.73,17.4,0.298757401,,,
4983,2491,37271.07,4146.11,172.56,16,0.299358123,,,
4984,2491.5,37629.85,4150.24,3.3,15,0.299656318,,,
4985,2492,36289.43,4183.66,2.2,14.1,0.302069314,,,
4986,2492.5,34350.8,4212.9,0,12.4,0.304180505,,,
4987,2493,32498.62,4242.13,0,11.7,0.306290975,,,
4988,2493.5,30207.23,4267.18,0,11.4,0.308099639,,,
4989,2494,27953.58,4271.31,0,11.5,0.308397834,,,
4990,2494.5,26173.92,4271.26,0,11.3,0.308394224,,,
4991,2495,24776.83,4304.68,0,11.2,0.31080722,,,
4992,2495.5,24052.46,4338.09,0,10.5,0.313219495,,,
4993,2496,24155.85,4388.24,0,10.9,0.316840433,,,
4994,2496.5,24461.95,4434.2,0,9.9,0.320158845,,,
4995,2497,24143.01,4459.24,0,9.7,0.321966787,,,
4996,2497.5,23755.5,4480.1,0,9.5,0.323472924,,,
4997,2498,23537.92,4488.42,0,9,0.324073646,,,
4998,2498.5,23331.27,4492.54,0,9,0.324371119,,,
4999,2499,23208.09,4479.94,0,10.1,0.323461372,,,
5000,2499.5,23283.65,4467.34,0,11,0.322551625,,,
5001,2500,24153.19,4450.55,0,10.9,0.32133935,,,
5002,2500.5,25187.69,4429.58,0,10.6,0.319825271,,,
5003,2501,27457.38,4404.43,50.52,10.6,0.318009386,,,
5004,2501.5,30267.66,4375.1,99.94,10.3,0.315891697,,,
5005,2502,33303.52,4362.5,379.98,11.1,0.314981949,,,
5006,2502.5,34924.34,4345.72,658.9,12.3,0.313770397,,,
5007,2503,35656.77,4420.95,1171.7,14.8,0.319202166,,,
5008,2503.5,35333.87,4496.18,1683.37,15.5,0.324633935,,,
5009,2504,35348.83,4596.5,2175.23,15.7,0.331877256,,,
5010,2504.5,35073.63,4692.64,2665.96,17.1,0.338818773,,,
5011,2505,34634.46,4709.32,3096.27,17.3,0.340023105,,,
5012,2505.5,34350.31,4721.81,3526.54,18.4,0.34092491,,,
5013,2506,34175.47,4700.84,3899.7,18.9,0.33941083,,,
5014,2506.5,33755.18,4675.69,4272.83,19.5,0.337594946,,,
5015,2507,33639.96,4579.44,4451.61,18.5,0.330645487,,,
5016,2507.5,33367.73,4479.02,4629.29,18.3,0.323394946,,,
5017,2508,33260.46,4315.86,4679.62,19.3,0.31161444,,,
5018,2508.5,33030.97,4148.53,4729.94,18.9,0.299532852,,,
5019,2509,33024.07,3956.11,4633.18,20,0.285639711,,,
5020,2509.5,33010.21,3759.51,4536.42,19.3,0.271444765,,,
5021,2510,33090.76,3604.74,4264.06,20.1,0.260270036,,,
5022,2510.5,33767.55,3449.97,3991.72,21,0.249095307,,,
5023,2511,34803.1,3320.29,3530.63,19.7,0.23973213,,,
5024,2511.5,35793.93,3186.44,3068.47,19.7,0.23006787,,,
5025,2512,36428.99,2998.23,2562.46,19.3,0.2164787,,,
5026,2512.5,36750.04,2810.02,2056.48,18.9,0.202889531,,,
5027,2513,36955.81,2605.09,1548.34,19.8,0.188093141,,,
5028,2513.5,36838.6,2400.17,1040.23,17.4,0.173297473,,,
5029,2514,36776.06,2195.25,652.87,15.2,0.158501805,,,
5030,2514.5,36952.02,1986.15,264.43,12.9,0.143404332,,,
5031,2515,38038.26,1889.96,133.86,11.9,0.136459206,,,
5032,2515.5,38388.13,1789.59,2.19,11.5,0.129212274,,,
5033,2516,37253.31,1739.39,1.1,11.1,0.125587726,,,
5034,2516.5,35512.29,1685.01,0,10.8,0.121661372,,,
5035,2517,33264.45,1593.01,0,10.4,0.115018773,,,
5036,2517.5,31197.46,1501,0,10,0.108375451,,,
5037,2518,28974.44,1421.55,0,9.7,0.102638989,,,
5038,2518.5,27126.07,1342.09,0,9.4,0.096901805,,,
5039,2519,25788.49,1312.81,0,9.1,0.094787726,,,
5040,2519.5,25172.39,1279.35,0,8.7,0.092371841,,,
5041,2520,25079.02,1241.7,0,7.3,0.08965343,,,
5042,2520.5,25403.03,1204.06,0,7.6,0.08693574,,,
5043,2521,25319.6,1187.32,0,7.7,0.085727076,,,
5044,2521.5,25026.47,1170.59,0,7.7,0.084519134,,,
5045,2522,24735.34,1137.13,0,7.7,0.082103249,,,
5046,2522.5,24456.12,1103.67,0,7.6,0.079687365,,,
5047,2523,24406.48,1132.92,0,7.5,0.081799278,,,
5048,2523.5,24454.22,1157.99,0,7.2,0.083609386,,,
5049,2524,25181.72,1199.78,0,7.1,0.086626715,,,
5050,2524.5,26173.56,1241.57,0,7.1,0.089644043,,,
5051,2525,28396.73,1300.08,48.24,7.1,0.093868592,,,
5052,2525.5,31178.42,1354.4,95.38,7.1,0.097790614,,,
5053,2526,34308.94,1312.59,323.41,7.1,0.094771841,,,
5054,2526.5,36217.09,1266.59,550.32,7.4,0.091450542,,,
5055,2527,37103.63,1308.37,938.37,7.7,0.094467148,,,
5056,2527.5,36980.46,1345.98,1325.29,8.1,0.097182671,,,
5057,2528,36996.42,1358.5,1848.1,8.5,0.098086643,,,
5058,2528.5,36573.12,1371.02,2370.88,9.6,0.098990614,,,
5059,2529,36057.39,1442.07,2891.42,11.2,0.104120578,,,
5060,2529.5,35667.88,1508.93,3411.93,13.2,0.108948014,,,
5061,2530,35413.52,1533.99,3664.98,13.6,0.110757401,,,
5062,2530.5,35303.27,1559.05,3918.01,12.1,0.112566787,,,
5063,2531,35102.58,1571.57,3948.55,12.3,0.113470758,,,
5064,2531.5,34843.25,1584.09,3978,12.8,0.114374729,,,
5065,2532,34459.69,1592.43,4118.12,12.9,0.114976895,,,
5066,2532.5,34166.57,1596.59,4258.24,13.4,0.115277256,,,
5067,2533,33992.71,1592.39,4138.65,13.5,0.114974007,,,
5068,2533.5,33875.5,1588.19,4017.97,14.5,0.114670758,,,
5069,2534,33879.53,1596.53,3530.25,15.7,0.115272924,,,
5070,2534.5,34415.26,1604.87,3041.47,15.5,0.11587509,,,
5071,2535,35184.54,1634.1,2669.96,15.6,0.11798556,,,
5072,2535.5,36048.24,1663.34,2297.37,16.3,0.120096751,,,
5073,2536,36706.22,1692.57,1992.74,16.6,0.12220722,,,
5074,2536.5,36842.43,1721.81,1687.03,16.4,0.124318412,,,
5075,2537,36861.38,1730.14,1363.81,14.6,0.124919856,,,
5076,2537.5,37002.56,1734.3,1039.53,14.3,0.125220217,,,
5077,2538,36858.52,1688.31,674.74,14.6,0.121899639,,,
5078,2538.5,37119.96,1638.14,309.97,12.7,0.118277256,,,
5079,2539,37929.01,1625.59,158.81,12,0.117371119,,,
5080,2539.5,38275.93,1613.03,6.57,11.4,0.11646426,,,
5081,2540,37078.41,1617.19,3.29,11.1,0.116764621,,,
5082,2540.5,35404.83,1621.35,0,10.6,0.117064982,,,
5083,2541,33357.56,1617.15,0,10.2,0.116761733,,,
5084,2541.5,31230.77,1608.77,0,9.8,0.116156679,,,
5085,2542,29018.51,1587.86,0,9.2,0.114646931,,,
5086,2542.5,27081.54,1566.95,0,8.7,0.113137184,,,
5087,2543,25636.51,1633.79,0,8.6,0.117963177,,,
5088,2543.5,24878.24,1696.44,0,8.1,0.122486643,,,
5089,2544,24853.44,1679.71,0,8.6,0.1212787,,,
5090,2544.5,25181.45,1658.8,0,8.3,0.119768953,,,
5091,2545,24912.16,1683.85,0,8.2,0.121577617,,,
5092,2545.5,24596.15,1708.89,0,8.1,0.12338556,,,
5093,2546,24279.15,1692.16,0,7.9,0.122177617,,,
5094,2546.5,24006.87,1675.43,0,7.7,0.120969675,,,
5095,2547,23845.9,1729.72,0,7.6,0.124889531,,,
5096,2547.5,23930.42,1779.84,0,7.6,0.128508303,,,
5097,2548,24766.31,1817.42,0,7.6,0.131221661,,,
5098,2548.5,25728.42,1855,0,7.2,0.133935018,,,
5099,2549,28129.67,1921.82,49.25,6.8,0.138759567,,,
5100,2549.5,30695.91,1984.47,98.5,6.3,0.143283032,,,
5101,2550,33867.43,1971.91,331.61,6.2,0.142376173,,,
5102,2550.5,35533.23,1959.35,564.69,6.6,0.141469314,,,
5103,2551,36485.43,2105.55,959.73,7.1,0.152025271,,,
5104,2551.5,36403.99,2247.56,1354.73,7.5,0.1622787,,,
5105,2552,36392.12,2397.92,1835.06,9.1,0.173135018,,,
5106,2552.5,36043.33,2544.11,2314.25,9.2,0.183690253,,,
5107,2553,35422.21,2732.06,2661.02,9.9,0.19726065,,,
5108,2553.5,35131.06,2915.84,3007.77,11,0.210529964,,,
5109,2554,34824.01,3070.36,3236.32,11.6,0.221686643,,,
5110,2554.5,34757.47,3224.89,3464.86,11.9,0.232844043,,,
5111,2555,34712.81,3316.75,3527.1,12.5,0.239476534,,,
5112,2555.5,34410.72,3404.43,3589.33,12.1,0.24580722,,,
5113,2556,33752.82,3425.27,3744.54,12.6,0.247311913,,,
5114,2556.5,33475.57,3446.12,3898.64,12.7,0.248817329,,,
5115,2557,33248.03,3429.37,3710.36,12.7,0.247607942,,,
5116,2557.5,32977.74,3408.44,3522.09,13.2,0.246096751,,,
5117,2558,32895.3,3420.93,3198.2,12.8,0.246998556,,,
5118,2558.5,33118.98,3433.42,2873.25,12.6,0.247900361,,,
5119,2559,33796.89,3500.21,2538.47,12.5,0.252722744,,,
5120,2559.5,34619.9,3562.82,2203.72,12.2,0.257243321,,,
5121,2560,35402.17,3596.19,1855.87,11.9,0.259652708,,,
5122,2560.5,35599.02,3629.56,1506.95,11.7,0.262062094,,,
5123,2561,35677.6,3537.63,1209.46,11.3,0.255424549,,,
5124,2561.5,35560.38,3445.7,910.89,11.3,0.248787004,,,
5125,2562,35295.06,3261.89,599.22,10.8,0.235515523,,,
5126,2562.5,35355.75,3073.91,286.48,10.2,0.22194296,,,
5127,2563,35817.98,3002.87,147.61,9.4,0.216813718,,,
5128,2563.5,36165.92,2931.83,7.65,8.9,0.211684477,,,
5129,2564,35304.24,2935.97,4.37,8.5,0.211983394,,,
5130,2564.5,33806.45,2935.94,0,8.1,0.211981227,,,
5131,2565,32021.41,2952.61,0,7.6,0.213184838,,,
5132,2565.5,30319.86,2969.28,0,7.2,0.214388448,,,
5133,2566,28360.87,2965.07,0,6.9,0.214084477,,,
5134,2566.5,26670.23,2956.68,0,6.9,0.2134787,,,
5135,2567,25273.8,2977.52,0,6.5,0.214983394,,,
5136,2567.5,24352.46,2994.19,0,6,0.216187004,,,
5137,2568,24198.44,2981.62,0,7.1,0.215279422,,,
5138,2568.5,24359.5,2969.06,0,6.9,0.214372563,,,
5139,2569,23931.15,2985.73,0,6.4,0.215576173,,,
5140,2569.5,23582.32,2998.22,0,5.9,0.216477978,,,
5141,2570,23204.66,2968.95,0,5.7,0.214364621,,,
5142,2570.5,22917.44,2935.51,0,5.8,0.211950181,,,
5143,2571,22616.32,2922.95,0,5.6,0.211043321,,,
5144,2571.5,22535.84,2910.39,0,5.4,0.210136462,,,
5145,2572,22767.47,2914.53,0,5.2,0.210435379,,,
5146,2572.5,23011.03,2914.49,0,5,0.210432491,,,
5147,2573,23763.49,2968.74,76.48,5.1,0.214349458,,,
5148,2573.5,24865.83,3022.98,151.87,5.2,0.218265704,,,
5149,2574,26719.61,3127.33,480.71,5.4,0.2258,,,
5150,2574.5,28013.79,3231.67,808.43,5.9,0.233333574,,,
5151,2575,29329.84,3436.22,1367.73,6.1,0.248102527,,,
5152,2575.5,29789.1,3636.59,1926.99,7.1,0.262569675,,,
5153,2576,30261.28,3757.62,2526.63,10.1,0.271308303,,,
5154,2576.5,30028.75,3878.65,3126.22,11,0.280046931,,,
5155,2577,29593.44,3999.68,3646.04,12.5,0.28878556,,,
5156,2577.5,29025.93,4120.71,4164.72,12.6,0.297524188,,,
5157,2578,28641.31,4187.46,4530.46,13.6,0.302343682,,,
5158,2578.5,28293.47,4254.2,4895.08,13.8,0.307162455,,,
5159,2579,27948.61,4279.2,5081.66,14.1,0.308967509,,,
5160,2579.5,27442.72,4300.02,5268.22,14.5,0.310470758,,,
5161,2580,26792.7,4299.97,5241.82,14.6,0.310467148,,,
5162,2580.5,26230.15,4299.92,5215.43,15.2,0.310463538,,,
5163,2581,25763.03,4274.82,4966.27,16,0.308651264,,,
5164,2581.5,25430.08,4245.54,4717.13,15.9,0.306537184,,,
5165,2582,25364.52,4245.49,4497.49,16.8,0.306533574,,,
5166,2582.5,25556.41,4241.27,4276.78,16.6,0.306228881,,,
5167,2583,26232.36,4291.31,3968.73,16.6,0.309841877,,,
5168,2583.5,27320.83,4341.35,3659.62,16.5,0.313454874,,,
5169,2584,28684.63,4228.59,3147.46,16.2,0.305313357,,,
5170,2584.5,29601.14,4115.83,2635.35,16,0.297171841,,,
5171,2585,30405.33,3911.25,2070.87,15.8,0.282400722,,,
5172,2585.5,30820.87,3702.49,1505.34,15.3,0.267327798,,,
5173,2586,31073.4,3443.65,980.23,14.5,0.248638989,,,
5174,2586.5,31442.23,3180.64,455.17,13.3,0.229649097,,,
5175,2587,32235.49,3067.9,233.58,11.7,0.221509025,,,
5176,2587.5,33068.52,2955.17,10.91,10.7,0.213369675,,,
5177,2588,32617.3,2913.4,5.46,9.9,0.210353791,,,
5178,2588.5,31717.78,2867.45,0,9.2,0.207036101,,,
5179,2589,30440.53,2775.59,0,8.5,0.20040361,,,
5180,2589.5,28897.87,2679.56,0,7.7,0.193470036,,,
5181,2590,27280.66,2621.09,0,7.1,0.189248375,,,
5182,2590.5,25857.28,2558.46,0,6.6,0.184726354,,,
5183,2591,24596.91,2554.25,0,6.2,0.184422383,,,
5184,2591.5,23819.63,2545.87,0,5.8,0.183817329,,,
5185,2592,23748.1,2387.25,0,2.8,0.172364621,,,
5186,2592.5,24003.61,2224.46,0,2.9,0.16061083,,,
5187,2593,23739.24,2120.09,0,3.2,0.15307509,,,
5188,2593.5,23342.66,2011.56,0,2.8,0.145238989,,,
5189,2594,22929.19,1932.24,0,2.5,0.139511913,,,
5190,2594.5,22680.72,1848.75,0,2.3,0.133483755,,,
5191,2595,22435.23,1861.25,0,2.4,0.134386282,,,
5192,2595.5,22217.58,1873.75,0,2.6,0.135288809,,,
5193,2596,22190.77,1873.73,0,2.6,0.135287365,,,
5194,2596.5,22119.24,1873.7,0,2.6,0.135285199,,,
5195,2597,22314.11,1986.35,51.26,2.7,0.143418773,,,
5196,2597.5,22896.65,2099,101.43,2.8,0.151552347,,,
5197,2598,23972.24,2245.02,335.92,3,0.162095307,,,
5198,2598.5,25075.66,2391.05,570.38,3.4,0.172638989,,,
5199,2599,26309.31,2637.21,1054.57,4,0.190412274,,,
5200,2599.5,27175.17,2879.2,1538.72,4.6,0.207884477,,,
5201,2600,28280.59,3054.42,1999.94,5.6,0.22053574,,,
5202,2600.5,29156.4,3229.63,2461.12,6.8,0.233186282,,,
5203,2601,29719.08,3467.43,2731.45,6.8,0.250355957,,,
5204,2601.5,30059.09,3705.23,3000.67,8.1,0.267525632,,,
5205,2602,30293.74,3838.7,3101.96,8.2,0.277162455,,,
5206,2602.5,30456.81,3972.17,3202.16,8.1,0.286799278,,,
5207,2603,30718.3,4034.71,3294.71,7.8,0.291314801,,,
5208,2603.5,30559.3,4093.07,3386.17,7.6,0.29552852,,,
5209,2604,30183.6,4088.85,3471.09,7.6,0.295223827,,,
5210,2604.5,29675.69,4084.63,3555.99,7.6,0.294919134,,,
5211,2605,29410.32,4013.65,3500.27,7.5,0.289794224,,,
5212,2605.5,29266.23,3938.51,3444.55,8.4,0.284368953,,,
5213,2606,29170.85,3880.05,3219.88,9.6,0.280148014,,,
5214,2606.5,29510.87,3821.59,2994.15,10.2,0.275927076,,,
5215,2607,30180.92,3675.53,2677.96,10.5,0.265381227,,,
5216,2607.5,31024.94,3529.47,2360.7,11.2,0.254835379,,,
5217,2608,31948.48,3299.97,2099.05,10.6,0.238264982,,,
5218,2608.5,32453.52,3070.48,1837.42,10.9,0.221695307,,,
5219,2609,32941.67,2720.01,1441.77,10,0.196390614,,,
5220,2609.5,33139.55,2365.38,1046.15,9.8,0.17078556,,,
5221,2610,33526.3,2110.88,713.75,9.4,0.152410108,,,
5222,2610.5,33863.35,1852.21,381.38,8.9,0.133733574,,,
5223,2611,34829.65,1752.07,196.13,7.3,0.126503249,,,
5224,2611.5,35330.73,1651.93,9.81,6.7,0.119272924,,,
5225,2612,34533.53,1622.71,5.45,6.2,0.117163177,,,
5226,2612.5,32958.95,1593.49,0,5.8,0.11505343,,,
5227,2613,31514.6,1572.61,0,5.1,0.113545848,,,
5228,2613.5,29377.36,1551.74,0,4.2,0.112038989,,,
5229,2614,27284.84,1522.52,0,4.1,0.109929242,,,
5230,2614.5,25537.27,1493.3,0,3.4,0.107819495,,,
5231,2615,24266.86,1489.11,0,3,0.107516968,,,
5232,2615.5,23663.48,1484.92,0,3.1,0.10721444,,,
5233,2616,23901.11,1422.34,0,3.7,0.102696029,,,
5234,2616.5,24412.12,1359.76,0,3.3,0.098177617,,,
5235,2617,24397.25,1359.74,0,3,0.098176173,,,
5236,2617.5,24210.4,1355.55,0,3.1,0.097873646,,,
5237,2618,23948,1334.68,0,3.2,0.096366787,,,
5238,2618.5,23799.91,1309.64,0,3,0.094558845,,,
5239,2619,23747.27,1338.82,0,2.5,0.096665704,,,
5240,2619.5,23890.46,1368,0,2.6,0.098772563,,,
5241,2620,24713.62,1326.28,0,2.6,0.095760289,,,
5242,2620.5,25742.57,1280.38,0,2.3,0.092446209,,,
5243,2621,28547.01,1234.49,86.02,2,0.089132852,,,
5244,2621.5,31638.77,1188.6,170.94,2.6,0.085819495,,,
5245,2622,35096.36,1130.2,529.14,4.4,0.081602888,,,
5246,2622.5,36781.46,1071.8,887.31,5.6,0.077386282,,,
5247,2623,37308.4,1109.32,1421.82,6,0.080095307,,,
5248,2623.5,36711.99,1142.67,1955.2,9.7,0.082503249,,,
5249,2624,36846.26,1167.68,2523.38,11.1,0.084309025,,,
5250,2624.5,36313.47,1192.68,3091.52,10.8,0.086114079,,,
5251,2625,35789.62,1280.24,3599.75,11.4,0.092436101,,,
5252,2625.5,35461.62,1367.8,4107.94,11.9,0.098758123,,,
5253,2626,35276.77,1363.61,4385.35,10.9,0.098455596,,,
5254,2626.5,34892.1,1359.43,4661.65,11.3,0.098153791,,,
5255,2627,34333.45,1363.58,4960.78,11.6,0.09845343,,,
5256,2627.5,33801.65,1363.56,5258.81,12.4,0.098451986,,,
5257,2628,33374.23,1380.23,5261.88,12.9,0.099655596,,,
5258,2628.5,33035.28,1396.89,5263.87,13.7,0.100858484,,,
