wind ,Efficiency,VarOM,FixOM,CAPEX,Life,capacity,period,W1,W2,W3,W4,W5,W6
,,,,,,,13034,0.200803614,0.70805375,0.17406,0.235853308,0.163168,0.205920578
,,,,,,,13035,0.193214773,0.71450875,0.237115417,0.242710769,0.17844,0.199566787
,,,,,,,13036,0.169179614,0.71450875,0.237115417,0.242710769,0.17844,0.193212996
,,,,,,,13037,0.145144455,0.69283375,0.22676625,0.227181923,0.17853,0.185126354
,,,,,,,13038,0.117693273,0.69283375,0.22676625,0.227181923,0.17853,0.177039711
,,,,,,,13039,0.090242091,0.6643425,0.200595417,0.210447308,0.172642,0.170974729
,,,,,,,13040,0.075051009,0.6643425,0.200595417,0.210447308,0.172642,0.164620939
,,,,,,,13041,0.059859927,0.631025,0.180404583,0.193455,0.16105,0.158267148
,,,,,,,13042,0.050784255,0.631025,0.180404583,0.193455,0.16105,0.151624549
,,,,,,,13043,0.041708582,0.5926975,0.16105,0.176241923,0.149188,0.149314079
,,,,,,,13044,0.045290518,0.5926975,0.16105,0.176241923,0.149188,0.146714801
,,,,,,,13045,0.048872455,0.55253125,0.145878333,0.162251538,0.137356,0.146137184
,,,,,,,13046,0.052723773,0.55253125,0.145878333,0.162251538,0.137356,0.145270758
,,,,,,,13047,0.056575091,0.4900275,0.136444583,0.140516538,0.115588,0.149025271
,,,,,,,13048,0.051830018,0.4900275,0.136444583,0.140516538,0.115588,0.152490975
,,,,,,,13049,0.047084945,0.399505,0.112790917,0.103398846,0.092843,0.154512635
,,,,,,,13050,0.042033773,0.399505,0.112790917,0.103398846,0.092843,0.156245487
,,,,,,,13051,0.0369826,0.33803875,0.094396333,0.076118846,0.076775,0.156823105
,,,,,,,13052,0.033368732,0.33803875,0.094396333,0.076118846,0.076775,0.157400722
,,,,,,,13053,0.029754864,0.2994225,0.079384167,0.058495,0.071824,0.157111913
,,,,,,,13054,0.026897777,0.2994225,0.079384167,0.058495,0.071824,0.156823105
,,,,,,,13055,0.024040691,0.28292625,0.06273,0.050574615,0.074166,0.160288809
,,,,,,,13056,0.023219318,0.28292625,0.06273,0.050574615,0.074166,0.163754513
,,,,,,,13057,0.022397945,0.27733125,0.052216667,0.054446923,0.077104,0.160288809
,,,,,,,13058,0.021569891,0.27733125,0.052216667,0.054446923,0.077104,0.156534296
,,,,,,,13059,0.020741836,0.2706925,0.048010833,0.053802308,0.065634,0.154512635
,,,,,,,13060,0.019601277,0.2706925,0.048010833,0.053802308,0.065634,0.152202166
,,,,,,,13061,0.018460718,0.259165,0.049180833,0.042488538,0.045533,0.152490975
,,,,,,,13062,0.018029191,0.259165,0.049180833,0.042488538,0.045533,0.152779783
,,,,,,,13063,0.017597664,0.24687025,0.051420833,0.036910385,0.0443,0.156534296
,,,,,,,13064,0.018071555,0.24687025,0.051420833,0.036910385,0.0443,0.160288809
,,,,,,,13065,0.018545445,0.23370875,0.054618333,0.039648846,0.056083,0.16433213
,,,,,,,13066,0.019544286,0.23370875,0.054618333,0.039648846,0.056083,0.168375451
,,,,,,,13067,0.020543127,0.22076875,0.058063333,0.049395,0.076418,0.170397112
,,,,,,,13068,0.022705523,0.22076875,0.058063333,0.049395,0.076418,0.172418773
,,,,,,,13069,0.024867918,0.20775825,0.061640833,0.068652885,0.120582,0.172129964
,,,,,,,13070,0.026862159,0.20775825,0.061640833,0.068652885,0.120582,0.171552347
,,,,,,,13071,0.0288564,0.20264475,0.06263,0.073729038,0.1361296,0.174151625
,,,,,,,13072,0.030134877,0.20264475,0.06263,0.073729038,0.1361296,0.176750903
,,,,,,,13073,0.031413355,0.1995245,0.060895833,0.060720385,0.1217288,0.183104693
,,,,,,,13074,0.029704886,0.1995245,0.060895833,0.060720385,0.1217288,0.189169675
,,,,,,,13075,0.027996418,0.196543,0.053050667,0.048519615,0.102924,0.200144404
,,,,,,,13076,0.030424027,0.196543,0.053050667,0.048519615,0.102924,0.211119134
,,,,,,,13077,0.032851636,0.1946065,0.049506833,0.039557308,0.085564,0.217761733
,,,,,,,13078,0.039808045,0.1946065,0.049506833,0.039557308,0.085564,0.224115523
,,,,,,,13079,0.046764455,0.1941245,0.04813375,0.034636154,0.074636,0.227292419
,,,,,,,13080,0.0561002,0.1941245,0.04813375,0.034636154,0.074636,0.230469314
,,,,,,,13081,0.065435945,0.19451,0.047370167,0.032945,0.074052,0.230758123
,,,,,,,13082,0.072722564,0.19451,0.047370167,0.032945,0.074052,0.230758123
,,,,,,,13083,0.080009182,0.183635,0.049079167,0.031666731,0.074199,0.230758123
,,,,,,,13084,0.086160682,0.183635,0.049079167,0.031666731,0.074199,0.230758123
,,,,,,,13085,0.092312182,0.16004125,0.0576395,0.030184231,0.073037,0.229025271
,,,,,,,13086,0.098674432,0.16004125,0.0576395,0.030184231,0.073037,0.22700361
,,,,,,,13087,0.105036682,0.13219625,0.073702333,0.031712077,0.080268,0.216606498
,,,,,,,13088,0.109846205,0.13219625,0.073702333,0.031712077,0.080268,0.205920578
,,,,,,,13089,0.114655727,0.1032935,0.098562083,0.035227846,0.091776,0.188880866
,,,,,,,13090,0.124328364,0.1032935,0.098562083,0.035227846,0.091776,0.171552347
,,,,,,,13091,0.134001,0.0816655,0.1315625,0.039399769,0.10196,0.16433213
,,,,,,,13092,0.146035182,0.0816655,0.1315625,0.039399769,0.10196,0.156823105
,,,,,,,13093,0.158069364,0.07654875,0.1710275,0.050367923,0.110047,0.155379061
,,,,,,,13094,0.166688864,0.07654875,0.1710275,0.050367923,0.110047,0.153646209
,,,,,,,13095,0.175308364,0.0807545,0.2218425,0.064149462,0.113864,0.151624549
,,,,,,,13096,0.181383545,0.0807545,0.2218425,0.064149462,0.113864,0.149314079
,,,,,,,13097,0.187458727,0.0850265,0.266949583,0.076683923,0.125293,0.147870036
,,,,,,,13098,0.193639682,0.0850265,0.266949583,0.076683923,0.125293,0.146137184
,,,,,,,13099,0.199820636,0.095605,0.313460417,0.092808462,0.142341,0.143537906
,,,,,,,13100,0.205590909,0.095605,0.313460417,0.092808462,0.142341,0.140938628
,,,,,,,13101,0.211361182,0.1124075,0.367506667,0.111641308,0.164115,0.137184116
,,,,,,,13102,0.219601273,0.1124075,0.367506667,0.111641308,0.164115,0.133140794
,,,,,,,13103,0.227841364,0.13168125,0.428943333,0.131363462,0.192068,0.135451264
,,,,,,,13104,0.236042045,0.13168125,0.428943333,0.131363462,0.192068,0.137761733
,,,,,,,13105,0.244242727,0.16000375,0.4917875,0.154475385,0.230992,0.136028881
,,,,,,,13106,0.257996318,0.16000375,0.4917875,0.154475385,0.230992,0.13400722
,,,,,,,13107,0.271749909,0.201055,0.560745833,0.183847308,0.280442,0.133140794
,,,,,,,13108,0.291727045,0.201055,0.560745833,0.183847308,0.280442,0.13198556
,,,,,,,13109,0.311704182,0.25005625,0.622591667,0.223777154,0.352326,0.133718412
,,,,,,,13110,0.337708864,0.25005625,0.622591667,0.223777154,0.352326,0.135451264
,,,,,,,13111,0.363713545,0.30481125,0.6644125,0.275498462,0.424426,0.141227437
,,,,,,,13112,0.393050682,0.30481125,0.6644125,0.275498462,0.424426,0.146714801
,,,,,,,13113,0.422387818,0.37374125,0.6983525,0.3367,0.514006,0.147870036
,,,,,,,13114,0.452629545,0.37374125,0.6983525,0.3367,0.514006,0.149025271
,,,,,,,13115,0.482871273,0.4515575,0.726989583,0.398786538,0.601087,0.148158845
,,,,,,,13116,0.515380091,0.4515575,0.726989583,0.398786538,0.601087,0.147292419
,,,,,,,13117,0.547888909,0.53509875,0.745355,0.470531538,0.667653,0.141516245
,,,,,,,13118,0.572554364,0.53509875,0.745355,0.470531538,0.667653,0.135740072
,,,,,,,13119,0.597219818,0.64684,0.738009167,0.540723462,0.742952,0.137472924
,,,,,,,13120,0.607007864,0.64684,0.738009167,0.540723462,0.742952,0.138916968
,,,,,,,13121,0.616795909,0.74104125,0.68772375,0.61151,0.80126,0.140649819
,,,,,,,13122,0.615375091,0.74104125,0.68772375,0.61151,0.80126,0.142093863
,,,,,,,13123,0.613954273,0.83087625,0.613464583,0.679188846,0.836,0.153935018
,,,,,,,13124,0.616698864,0.83087625,0.613464583,0.679188846,0.836,0.165487365
,,,,,,,13125,0.619443455,0.87233125,0.530312917,0.748422692,0.857028,0.170108303
,,,,,,,13126,0.603448318,0.87233125,0.530312917,0.748422692,0.857028,0.174729242
,,,,,,,13127,0.587453182,0.895,0.46787875,0.790705385,0.880084,0.175306859
,,,,,,,13128,0.5633195,0.895,0.46787875,0.790705385,0.880084,0.175595668
,,,,,,,13129,0.539185818,0.895,0.431679167,0.813077692,0.895,0.172418773
,,,,,,,13130,0.511212227,0.895,0.431679167,0.813077692,0.895,0.169241877
,,,,,,,13131,0.483238636,0.895,0.354200833,0.808972308,0.895,0.167509025
,,,,,,,13132,0.460801682,0.895,0.354200833,0.808972308,0.895,0.165487365
,,,,,,,13133,0.438364727,0.895,0.262607917,0.788975769,0.895,0.162599278
,,,,,,,13134,0.413965864,0.895,0.262607917,0.788975769,0.895,0.159422383
,,,,,,,13135,0.389567,0.895,0.215227083,0.763855769,0.895,0.158555957
,,,,,,,13136,0.365127955,0.895,0.215227083,0.763855769,0.895,0.157400722
,,,,,,,13137,0.340688909,0.895,0.18814125,0.748451538,0.891029,0.151046931
,,,,,,,13138,0.323839364,0.895,0.18814125,0.748451538,0.891029,0.144693141
,,,,,,,13139,0.306989818,0.8901575,0.18284125,0.729386538,0.885463,0.147581227
,,,,,,,13140,0.303846636,0.8901575,0.18284125,0.729386538,0.885463,0.150180505
,,,,,,,13141,0.300703455,0.87746625,0.21205625,0.709718462,0.87479,0.141516245
,,,,,,,13142,0.292316727,0.87746625,0.21205625,0.709718462,0.87479,0.132851986
,,,,,,,13143,0.28393,0.82636,0.24528625,0.641960769,0.845652,0.130830325
,,,,,,,13144,0.269195182,0.82636,0.24528625,0.641960769,0.845652,0.128808664
,,,,,,,13145,0.254460364,0.657125,0.2217425,0.519487692,0.8123,0.126498195
,,,,,,,13146,0.241038636,0.657125,0.2217425,0.519487692,0.8123,0.124187726
,,,,,,,13147,0.227616909,0.50496,0.189544167,0.374834038,0.745058,0.12101083
,,,,,,,13148,0.220511273,0.50496,0.189544167,0.374834038,0.745058,0.117833935
,,,,,,,13149,0.213405636,0.346585,0.161900417,0.22292,0.573456,0.115812274
,,,,,,,13150,0.210079364,0.346585,0.161900417,0.22292,0.573456,0.113501805
,,,,,,,13151,0.206753091,0.26441525,0.13841375,0.133366346,0.43773,0.122166065
,,,,,,,13152,0.206082909,0.26441525,0.13841375,0.133366346,0.43773,0.130541516
,,,,,,,13153,0.205412727,0.2515225,0.13377375,0.104206923,0.3058,0.122454874
,,,,,,,13154,0.209406136,0.2515225,0.13377375,0.104206923,0.3058,0.114079422
,,,,,,,13155,0.213399545,0.25816125,0.127705417,0.118145385,0.236207,0.110613718
,,,,,,,13156,0.218759864,0.25816125,0.127705417,0.118145385,0.236207,0.107148014
,,,,,,,13157,0.224120182,0.193255,0.129868333,0.096884038,0.186992,0.104837545
,,,,,,,13158,0.230076955,0.193255,0.129868333,0.096884038,0.186992,0.102527076
,,,,,,,13159,0.236033727,0.104815,0.134686667,0.071026923,0.140518,0.108592058
,,,,,,,13160,0.242901636,0.104815,0.134686667,0.071026923,0.140518,0.114368231
,,,,,,,13161,0.249769545,0.051615,0.14380875,0.053904808,0.101608,0.113790614
,,,,,,,13162,0.256427955,0.051615,0.14380875,0.053904808,0.101608,0.113212996
,,,,,,,13163,0.263086364,0.0231665,0.15941125,0.039348462,0.0721888,0.113212996
,,,,,,,13164,0.271098545,0.0231665,0.15941125,0.039348462,0.0721888,0.113212996
,,,,,,,13165,0.279110727,0.0210765,0.17838375,0.031547692,0.0481624,0.103971119
,,,,,,,13166,0.285590409,0.0210765,0.17838375,0.031547692,0.0481624,0.094440433
,,,,,,,13167,0.292070091,0.027695,0.19816,0.027868462,0.0335632,0.093862816
,,,,,,,13168,0.289580227,0.027695,0.19816,0.027868462,0.0335632,0.093285199
,,,,,,,13169,0.287090364,0.035362,0.223170417,0.030064385,0.026616,0.094151625
,,,,,,,13170,0.2812395,0.035362,0.223170417,0.030064385,0.026616,0.094729242
,,,,,,,13171,0.275388636,0.043656,0.23667625,0.033698692,0.0286904,0.105703971
,,,,,,,13172,0.277845955,0.043656,0.23667625,0.033698692,0.0286904,0.116389892
,,,,,,,13173,0.280303273,0.051021,0.256572917,0.041496231,0.036128,0.117256318
,,,,,,,13174,0.291497318,0.051021,0.256572917,0.041496231,0.036128,0.117833935
,,,,,,,13175,0.302691364,0.06800825,0.297802083,0.054843462,0.052814,0.112924188
,,,,,,,13176,0.319663682,0.06800825,0.297802083,0.054843462,0.052814,0.10801444
,,,,,,,13177,0.336636,0.0987935,0.360084167,0.072515,0.074129,0.099638989
,,,,,,,13178,0.341650227,0.0987935,0.360084167,0.072515,0.074129,0.091263538
,,,,,,,13179,0.346664455,0.1195675,0.38204625,0.076996923,0.101643,0.085776173
,,,,,,,13180,0.340182636,0.1195675,0.38204625,0.076996923,0.101643,0.08
,,,,,,,13181,0.333700818,0.11848125,0.377069583,0.078533462,0.133707,0.075379061
,,,,,,,13182,0.328063364,0.11848125,0.377069583,0.078533462,0.133707,0.070758123
,,,,,,,13183,0.322425909,0.1159475,0.354120417,0.089790769,0.189062,0.067870036
,,,,,,,13184,0.318398909,0.1159475,0.354120417,0.089790769,0.189062,0.064693141
,,,,,,,13185,0.314371909,0.11951,0.357620417,0.111309615,0.268522,0.061805054
,,,,,,,13186,0.3160805,0.11951,0.357620417,0.111309615,0.268522,0.058916968
,,,,,,,13187,0.317789091,0.12760625,0.366039583,0.14409,0.345386,0.059783394
,,,,,,,13188,0.318750909,0.12760625,0.366039583,0.14409,0.345386,0.060649819
,,,,,,,13189,0.319712727,0.1483275,0.38309875,0.181651538,0.438472,0.059783394
,,,,,,,13190,0.316540364,0.1483275,0.38309875,0.181651538,0.438472,0.058628159
,,,,,,,13191,0.313368,0.1735525,0.383267917,0.214680769,0.49685,0.05833935
,,,,,,,13192,0.313464682,0.1735525,0.383267917,0.214680769,0.49685,0.058050542
,,,,,,,13193,0.313561364,0.1938475,0.373730833,0.265564231,0.544004,0.057761733
,,,,,,,13194,0.3039725,0.1938475,0.373730833,0.265564231,0.544004,0.057472924
,,,,,,,13195,0.294383636,0.22366,0.368005417,0.320215,0.576074,0.056028881
,,,,,,,13196,0.283108227,0.22366,0.368005417,0.320215,0.576074,0.054584838
,,,,,,,13197,0.271832818,0.24862375,0.354797083,0.375636154,0.643008,0.053140794
,,,,,,,13198,0.264262682,0.24862375,0.354797083,0.375636154,0.643008,0.051407942
,,,,,,,13199,0.256692545,0.28159875,0.337648333,0.437708846,0.726676,0.051696751
,,,,,,,13200,0.249555227,0.28159875,0.337648333,0.437708846,0.726676,0.05198556
,,,,,,,13201,0.242417909,0.31400875,0.321890833,0.511488077,0.789105,0.048231047
,,,,,,,13202,0.239472091,0.31400875,0.321890833,0.511488077,0.789105,0.044476534
,,,,,,,13203,0.236526273,0.3513825,0.29363375,0.566500769,0.813045,0.042743682
,,,,,,,13204,0.234276682,0.3513825,0.29363375,0.566500769,0.813045,0.040722022
,,,,,,,13205,0.232027091,0.35883,0.253250417,0.567595769,0.79446,0.039855596
,,,,,,,13206,0.2336475,0.35883,0.253250417,0.567595769,0.79446,0.03898917
,,,,,,,13207,0.235267909,0.36071625,0.218765417,0.558260769,0.77547,0.039855596
,,,,,,,13208,0.236702818,0.36071625,0.218765417,0.558260769,0.77547,0.040722022
,,,,,,,13209,0.238137727,0.3754575,0.188297083,0.538334615,0.768855,0.040144404
,,,,,,,13210,0.242340591,0.3754575,0.188297083,0.538334615,0.768855,0.039277978
,,,,,,,13211,0.246543455,0.40332125,0.160379333,0.537466538,0.764743,0.039566787
,,,,,,,13212,0.249562182,0.40332125,0.160379333,0.537466538,0.764743,0.039566787
,,,,,,,13213,0.252580909,0.42424375,0.13348175,0.521144231,0.773132,0.038700361
,,,,,,,13214,0.257244182,0.42424375,0.13348175,0.521144231,0.773132,0.037833935
,,,,,,,13215,0.261907455,0.4906175,0.102736417,0.546787308,0.797223,0.038411552
,,,,,,,13216,0.256212818,0.4906175,0.102736417,0.546787308,0.797223,0.038700361
,,,,,,,13217,0.250518182,0.60279625,0.058720417,0.597250385,0.807862,0.038700361
,,,,,,,13218,0.241443818,0.60279625,0.058720417,0.597250385,0.807862,0.038700361
,,,,,,,13219,0.232369455,0.71006875,0.029207333,0.630098615,0.79686,0.040144404
,,,,,,,13220,0.225319,0.71006875,0.029207333,0.630098615,0.79686,0.041588448
,,,,,,,13221,0.218268545,0.79160875,0.0104745,0.672355154,0.785642,0.041588448
,,,,,,,13222,0.215791455,0.79160875,0.0104745,0.672355154,0.785642,0.041588448
,,,,,,,13223,0.213314364,0.85754375,0.00845625,0.714817692,0.779006,0.042743682
,,,,,,,13224,0.210255114,0.85754375,0.00845625,0.714817692,0.779006,0.043610108
,,,,,,,13225,0.207195864,0.88789125,0.018815833,0.747705769,0.805056,0.043610108
,,,,,,,13226,0.197973636,0.88789125,0.018815833,0.747705769,0.805056,0.043610108
,,,,,,,13227,0.188751409,0.895,0.029933833,0.745813462,0.807826,0.043898917
,,,,,,,13228,0.170728273,0.895,0.029933833,0.745813462,0.807826,0.043898917
,,,,,,,13229,0.152705136,0.868435,0.03094825,0.688141154,0.71617,0.045054152
,,,,,,,13230,0.137594636,0.868435,0.03094825,0.688141154,0.71617,0.045920578
,,,,,,,13231,0.122484136,0.764435,0.032808,0.594609615,0.592704,0.046498195
,,,,,,,13232,0.112451023,0.764435,0.032808,0.594609615,0.592704,0.046787004
,,,,,,,13233,0.102417909,0.6494375,0.038710333,0.502093462,0.487639,0.045054152
,,,,,,,13234,0.100775364,0.6494375,0.038710333,0.502093462,0.487639,0.0433213
,,,,,,,13235,0.099132818,0.57223625,0.052406667,0.407124615,0.391816,0.04101083
,,,,,,,13236,0.102795318,0.57223625,0.052406667,0.407124615,0.391816,0.038700361
,,,,,,,13237,0.106457818,0.52349875,0.073843333,0.317595385,0.292565,0.036389892
,,,,,,,13238,0.112230545,0.52349875,0.073843333,0.317595385,0.292565,0.034079422
,,,,,,,13239,0.118003273,0.4845275,0.0859855,0.247133077,0.21516,0.033501805
,,,,,,,13240,0.121734318,0.4845275,0.0859855,0.247133077,0.21516,0.032924188
,,,,,,,13241,0.125465364,0.4187125,0.0840595,0.179245385,0.1391952,0.032635379
,,,,,,,13242,0.128959955,0.4187125,0.0840595,0.179245385,0.1391952,0.032057762
,,,,,,,13243,0.132454545,0.33130375,0.080984,0.106499808,0.0838624,0.03234657
,,,,,,,13244,0.137297591,0.33130375,0.080984,0.106499808,0.0838624,0.03234657
,,,,,,,13245,0.142140636,0.2290225,0.078914333,0.060652692,0.047836,0.032635379
,,,,,,,13246,0.148380364,0.2290225,0.078914333,0.060652692,0.047836,0.032924188
,,,,,,,13247,0.154620091,0.14721625,0.07849,0.028387154,0.0264656,0.033790614
,,,,,,,13248,0.160725318,0.14721625,0.07849,0.028387154,0.0264656,0.03465704
,,,,,,,13249,0.166830545,0.0784335,0.081180417,0.011587231,0.0215072,0.03465704
,,,,,,,13250,0.170456773,0.0784335,0.081180417,0.011587231,0.0215072,0.03465704
,,,,,,,13251,0.174083,0.0534915,0.081054167,0.006115385,0.025082,0.03465704
,,,,,,,13252,0.173052636,0.0534915,0.081054167,0.006115385,0.025082,0.034368231
,,,,,,,13253,0.172022273,0.033635,0.078888333,0.006053231,0.028148,0.033790614
,,,,,,,13254,0.169586864,0.033635,0.078888333,0.006053231,0.028148,0.033212996
,,,,,,,13255,0.167151455,0.02220225,0.075952083,0.007072615,0.03137,0.035523466
,,,,,,,13256,0.166042909,0.02220225,0.075952083,0.007072615,0.03137,0.037545126
,,,,,,,13257,0.164934364,0.01496525,0.073259583,0.008823538,0.033374,0.038700361
,,,,,,,13258,0.163044227,0.01496525,0.073259583,0.008823538,0.033374,0.039566787
,,,,,,,13259,0.161154091,0.009479,0.070698333,0.010557077,0.03398,0.040144404
,,,,,,,13260,0.161193045,0.009479,0.070698333,0.010557077,0.03398,0.040433213
,,,,,,,13261,0.161232,0.006251,0.068313333,0.013042154,0.0349136,0.03898917
,,,,,,,13262,0.168472409,0.006251,0.068313333,0.013042154,0.0349136,0.037545126
,,,,,,,13263,0.175712818,0.005678,0.071039417,0.013053462,0.0309608,0.039566787
,,,,,,,13264,0.190332455,0.005678,0.071039417,0.013053462,0.0309608,0.041299639
,,,,,,,13265,0.204952091,0.007486,0.077499833,0.012525154,0.0267968,0.045054152
,,,,,,,13266,0.226308773,0.007486,0.077499833,0.012525154,0.0267968,0.048808664
,,,,,,,13267,0.247665455,0.010913,0.079743,0.011661462,0.019592,0.058628159
,,,,,,,13268,0.279019227,0.010913,0.079743,0.011661462,0.019592,0.068158845
,,,,,,,13269,0.310373,0.015641,0.0832705,0.011634692,0.0150896,0.077111913
,,,,,,,13270,0.355662773,0.015641,0.0832705,0.011634692,0.0150896,0.085776173
,,,,,,,13271,0.400952545,0.0228785,0.091665,0.012771923,0.013408,0.095306859
,,,,,,,13272,0.447586864,0.0228785,0.091665,0.012771923,0.013408,0.104548736
,,,,,,,13273,0.494221182,0.0348875,0.106941667,0.014532846,0.0119968,0.111768953
,,,,,,,13274,0.516595409,0.0348875,0.106941667,0.014532846,0.0119968,0.118700361
,,,,,,,13275,0.538969636,0.0409175,0.134054167,0.013562154,0.0094912,0.124765343
,,,,,,,13276,0.551552318,0.0409175,0.134054167,0.013562154,0.0094912,0.130541516
,,,,,,,13277,0.564135,0.04387375,0.175503333,0.010625538,0.007288,0.138050542
,,,,,,,13278,0.573976636,0.04387375,0.175503333,0.010625538,0.007288,0.145559567
,,,,,,,13279,0.583818273,0.05124875,0.24363875,0.009929385,0.0073208,0.145559567
,,,,,,,13280,0.584621318,0.05124875,0.24363875,0.009929385,0.0073208,0.145559567
,,,,,,,13281,0.585424364,0.0575625,0.3268425,0.011533231,0.008432,0.146425993
,,,,,,,13282,0.596636091,0.0575625,0.3268425,0.011533231,0.008432,0.147292419
,,,,,,,13283,0.607847818,0.0648075,0.409760833,0.016566154,0.0118428,0.154512635
,,,,,,,13284,0.626992636,0.0648075,0.409760833,0.016566154,0.0118428,0.161732852
,,,,,,,13285,0.646137455,0.08089125,0.507635,0.028398615,0.016328,0.170974729
,,,,,,,13286,0.642120909,0.08089125,0.507635,0.028398615,0.016328,0.180216606
,,,,,,,13287,0.638104364,0.11328375,0.532054167,0.042178385,0.021079,0.192924188
,,,,,,,13288,0.616299727,0.11328375,0.532054167,0.042178385,0.021079,0.205631769
,,,,,,,13289,0.594495091,0.15005875,0.49775,0.055975615,0.0267356,0.219205776
,,,,,,,13290,0.579395591,0.15005875,0.49775,0.055975615,0.0267356,0.232490975
,,,,,,,13291,0.564296091,0.1950375,0.43778,0.074792077,0.036411,0.243754513
,,,,,,,13292,0.553347636,0.1950375,0.43778,0.074792077,0.036411,0.255018051
,,,,,,,13293,0.542399182,0.24970375,0.392974583,0.099297538,0.055598,0.265703971
,,,,,,,13294,0.530810773,0.24970375,0.392974583,0.099297538,0.055598,0.276101083
,,,,,,,13295,0.519222364,0.30695,0.358961667,0.127376154,0.080094,0.287364621
,,,,,,,13296,0.511628409,0.30695,0.358961667,0.127376154,0.080094,0.298628159
,,,,,,,13297,0.504034455,0.368915,0.332314167,0.157360385,0.11127,0.299494585
,,,,,,,13298,0.501683773,0.368915,0.332314167,0.157360385,0.11127,0.300072202
,,,,,,,13299,0.499333091,0.422185,0.34418875,0.187507692,0.146352,0.306714801
,,,,,,,13300,0.496618773,0.422185,0.34418875,0.187507692,0.146352,0.313357401
,,,,,,,13301,0.493904455,0.44813,0.347330833,0.212394231,0.173886,0.320577617
,,,,,,,13302,0.49176,0.44813,0.347330833,0.212394231,0.173886,0.327509025
,,,,,,,13303,0.489615545,0.45496875,0.347091667,0.233989615,0.204624,0.332418773
,,,,,,,13304,0.489742091,0.45496875,0.347091667,0.233989615,0.204624,0.33732852
,,,,,,,13305,0.489868636,0.456375,0.348919583,0.256770231,0.249096,0.346281588
,,,,,,,13306,0.489503727,0.456375,0.348919583,0.256770231,0.249096,0.354945848
,,,,,,,13307,0.489138818,0.45834375,0.353815417,0.284490538,0.294928,0.364765343
,,,,,,,13308,0.486571591,0.45834375,0.353815417,0.284490538,0.294928,0.374296029
,,,,,,,13309,0.484004364,0.46578125,0.364185833,0.315410615,0.375501,0.382960289
,,,,,,,13310,0.482927591,0.46578125,0.364185833,0.315410615,0.375501,0.39133574
,,,,,,,13311,0.481850818,0.44445125,0.377103333,0.323288308,0.4254,0.407797834
,,,,,,,13312,0.482888227,0.44445125,0.377103333,0.323288308,0.4254,0.423971119
,,,,,,,13313,0.483925636,0.40800125,0.385286667,0.315471538,0.45408,0.447942238
,,,,,,,13314,0.482718,0.40800125,0.385286667,0.315471538,0.45408,0.471913357
,,,,,,,13315,0.481510364,0.36634125,0.385483333,0.29775,0.475006,0.489241877
,,,,,,,13316,0.491934909,0.36634125,0.385483333,0.29775,0.475006,0.506570397
,,,,,,,13317,0.502359455,0.325895,0.398546667,0.287144231,0.482146,0.511480144
,,,,,,,13318,0.512536318,0.325895,0.398546667,0.287144231,0.482146,0.516389892
,,,,,,,13319,0.522713182,0.289025,0.439820417,0.282834615,0.493536,0.51465704
,,,,,,,13320,0.537060136,0.289025,0.439820417,0.282834615,0.493536,0.512635379
,,,,,,,13321,0.551407091,0.2546775,0.475002083,0.274485769,0.498144,0.506570397
,,,,,,,13322,0.548307636,0.2546775,0.475002083,0.274485769,0.498144,0.500216606
,,,,,,,13323,0.545208182,0.2417975,0.465462083,0.260322462,0.475332,0.492418773
,,,,,,,13324,0.527834682,0.2417975,0.465462083,0.260322462,0.475332,0.484620939
,,,,,,,13325,0.510461182,0.2313575,0.437072083,0.232034385,0.428692,0.474801444
,,,,,,,13326,0.490213091,0.2313575,0.437072083,0.232034385,0.428692,0.464693141
,,,,,,,13327,0.469965,0.2157875,0.41368375,0.212041154,0.392542,0.451119134
,,,,,,,13328,0.452699045,0.2157875,0.41368375,0.212041154,0.392542,0.437256318
,,,,,,,13329,0.435433091,0.207015,0.389735,0.188981154,0.351432,0.42599278
,,,,,,,13330,0.423661045,0.207015,0.389735,0.188981154,0.351432,0.414729242
,,,,,,,13331,0.411889,0.2126375,0.377798333,0.173996538,0.315481,0.405198556
,,,,,,,13332,0.408442909,0.2126375,0.377798333,0.173996538,0.315481,0.39566787
,,,,,,,13333,0.404996818,0.2096475,0.383866667,0.15789,0.280635,0.387870036
,,,,,,,13334,0.410809591,0.2096475,0.383866667,0.15789,0.280635,0.379783394
,,,,,,,13335,0.416622364,0.1945825,0.35938125,0.141582308,0.240689,0.373718412
,,,,,,,13336,0.425204182,0.1945825,0.35938125,0.141582308,0.240689,0.36765343
,,,,,,,13337,0.433786,0.17159,0.307450833,0.128195769,0.223811,0.361877256
,,,,,,,13338,0.442937818,0.17159,0.307450833,0.128195769,0.223811,0.356101083
,,,,,,,13339,0.452089636,0.15074125,0.274474583,0.118429615,0.201669,0.35032491
,,,,,,,13340,0.458672091,0.15074125,0.274474583,0.118429615,0.201669,0.344259928
,,,,,,,13341,0.465254545,0.13294625,0.249280833,0.117634231,0.192024,0.334151625
,,,,,,,13342,0.471541091,0.13294625,0.249280833,0.117634231,0.192024,0.324043321
,,,,,,,13343,0.477827636,0.119265,0.224435833,0.115961923,0.186098,0.321155235
,,,,,,,13344,0.480213182,0.119265,0.224435833,0.115961923,0.186098,0.317978339
,,,,,,,13345,0.482598727,0.1116,0.191032083,0.119432692,0.198375,0.315090253
,,,,,,,13346,0.471399909,0.1116,0.191032083,0.119432692,0.198375,0.311913357
